64
128,211,414,811
129,212,415,812
130,213,416,813
131,214,417,814
132,215,418,815
133,216,419,816
134,217,420,817
135,218,421,818
136,219,422,819
137,220,423,820
138,221,424,821
139,222,425,822
140,223,426,823
141,224,427,824
142,225,428,825
143,226,429,826
144,227,430,827
145,228,431,828
146,229,432,829
147,230,433,830
148,231,434,831
149,232,435,768
150,233,436,769
151,234,437,770
152,235,438,771
153,236,439,772
154,237,440,773
155,238,441,774
156,239,442,775
157,240,443,776
158,241,444,777
159,242,445,778
160,243,446,779
161,244,447,780
162,245,384,781
163,246,385,782
164,247,386,783
165,248,387,784
166,249,388,785
167,250,389,786
168,251,390,787
169,252,391,788
170,253,392,789
171,254,393,790
172,255,394,791
173,192,395,792
174,193,396,793
175,194,397,794
176,195,398,795
177,196,399,796
178,197,400,797
179,198,401,798
180,199,402,799
181,200,403,800
182,201,404,801
183,202,405,802
184,203,406,803
185,204,407,804
186,205,408,805
187,206,409,806
188,207,410,807
189,208,411,808
190,209,412,809
191,210,413,810
