768
0,639,136,352,208,682
0,410,188,727,126,546
0,410,188,559,75,740
0,492,160,376,123,839
0,492,160,779,126,546
0,682,208,352,136,639
0,839,123,376,160,492
0,740,75,559,188,410
0,740,75,328,248,546
0,546,126,727,188,410
0,546,126,779,160,492
0,546,248,328,75,740
1,411,189,728,127,547
1,411,189,560,76,741
1,493,161,377,124,840
1,493,161,780,127,547
1,683,209,353,137,576
1,840,124,377,161,493
1,741,76,560,189,411
1,741,76,329,249,547
1,547,127,728,189,411
1,547,127,780,161,493
1,547,249,329,76,741
1,576,137,353,209,683
2,412,190,729,64,548
2,412,190,561,77,742
2,494,162,378,125,841
2,494,162,781,64,548
2,684,210,354,138,577
2,841,125,378,162,494
2,742,77,561,190,412
2,742,77,330,250,548
2,548,250,330,77,742
2,548,64,729,190,412
2,548,64,781,162,494
2,577,138,354,210,684
3,413,191,730,65,549
3,413,191,562,78,743
3,495,163,379,126,842
3,495,163,782,65,549
3,685,211,355,139,578
3,842,126,379,163,495
3,743,78,562,191,413
3,743,78,331,251,549
3,549,251,331,78,743
3,549,65,730,191,413
3,549,65,782,163,495
3,578,139,355,211,685
4,414,128,731,66,550
4,414,128,563,79,744
4,496,164,380,127,843
4,496,164,783,66,550
4,686,212,356,140,579
4,843,127,380,164,496
4,744,79,563,128,414
4,744,79,332,252,550
4,550,252,332,79,744
4,550,66,731,128,414
4,550,66,783,164,496
4,579,140,356,212,686
5,415,129,732,67,551
5,415,129,564,80,745
5,497,165,381,64,844
5,497,165,784,67,551
5,687,213,357,141,580
5,844,64,381,165,497
5,745,80,564,129,415
5,745,80,333,253,551
5,551,253,333,80,745
5,551,67,732,129,415
5,551,67,784,165,497
5,580,141,357,213,687
6,498,166,382,65,845
6,498,166,785,68,552
6,688,214,358,142,581
6,845,65,382,166,498
6,746,81,565,130,416
6,746,81,334,254,552
6,552,254,334,81,746
6,552,68,733,130,416
6,552,68,785,166,498
6,581,142,358,214,688
6,416,130,733,68,552
6,416,130,565,81,746
7,499,167,383,66,846
7,499,167,786,69,553
7,689,215,359,143,582
7,846,66,383,167,499
7,747,82,566,131,417
7,747,82,335,255,553
7,553,255,335,82,747
7,553,69,734,131,417
7,553,69,786,167,499
7,582,143,359,215,689
7,417,131,734,69,553
7,417,131,566,82,747
8,500,168,787,70,554
8,500,168,320,67,847
8,690,216,360,144,583
8,847,67,320,168,500
8,748,83,567,132,418
8,748,83,336,192,554
8,554,192,336,83,748
8,554,70,735,132,418
8,554,70,787,168,500
8,583,144,360,216,690
8,418,132,735,70,554
8,418,132,567,83,748
9,501,169,788,71,555
9,501,169,321,68,848
9,691,217,361,145,584
9,848,68,321,169,501
9,749,84,568,133,419
9,749,84,337,193,555
9,555,71,788,169,501
9,555,71,736,133,419
9,555,193,337,84,749
9,584,145,361,217,691
9,419,133,568,84,749
9,419,133,736,71,555
10,502,170,789,72,556
10,502,170,322,69,849
10,692,218,362,146,585
10,849,69,322,170,502
10,750,85,569,134,420
10,750,85,338,194,556
10,556,194,338,85,750
10,556,72,789,170,502
10,556,72,737,134,420
10,585,146,362,218,692
10,420,134,569,85,750
10,420,134,737,72,556
11,503,171,790,73,557
11,503,171,323,70,850
11,693,219,363,147,586
11,850,70,323,171,503
11,751,86,570,135,421
11,751,86,339,195,557
11,557,195,339,86,751
11,557,73,790,171,503
11,557,73,738,135,421
11,586,147,363,219,693
11,421,135,570,86,751
11,421,135,738,73,557
12,504,172,791,74,558
12,504,172,324,71,851
12,694,220,364,148,587
12,851,71,324,172,504
12,752,87,571,136,422
12,752,87,340,196,558
12,558,196,340,87,752
12,558,74,791,172,504
12,558,74,739,136,422
12,587,148,364,220,694
12,422,136,571,87,752
12,422,136,739,74,558
13,505,173,792,75,559
13,505,173,325,72,852
13,695,221,365,149,588
13,852,72,325,173,505
13,753,88,572,137,423
13,753,88,341,197,559
13,559,197,341,88,753
13,559,75,792,173,505
13,559,75,740,137,423
